"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"187321","occ","","","18446","Aelurodon taxoides","species","43778","Clarendonian","","13.6","10.3","3558"
"187322","occ","","","18446","Epicyon saevus","species","44881","Clarendonian","","13.6","10.3","3558"
"187324","occ","","","18447","Carpocyon robustus","species","52388","Clarendonian","","13.6","10.3","3558"
"187325","occ","","","18447","Epicyon saevus","species","44881","Clarendonian","","13.6","10.3","3558"
"187326","occ","","","18447","Epicyon haydeni","species","44847","Clarendonian","","13.6","10.3","3558"
"187351","occ","","","18450","Canidae","family","41189","Clarendonian","","13.6","10.3","3676"
"187386","occ","","","18454","Leptocyon","genus","41218","Barstovian","","15.97","13.6","3510"
"187405","occ","","","18457","Aelurodon taxoides","species","43778","Clarendonian","","13.6","10.3","3558"
"187406","occ","","","18458","Aelurodon taxoides","species","43778","Clarendonian","","13.6","10.3","3558"
"187407","occ","","","18458","Paratomarctus euthos","species","45458","Clarendonian","","13.6","10.3","3558"
"187408","occ","","","18458","Carpocyon robustus","species","52388","Clarendonian","","13.6","10.3","3558"
"187409","occ","","","18458","Epicyon saevus","species","44881","Clarendonian","","13.6","10.3","3558"
"187417","occ","","","18459","Aelurodon taxoides","species","43778","Clarendonian","","13.6","10.3","3558"
"187419","occ","","","18461","Aelurodon ferox","species","43762","Miocene","","23.03","5.333","3558"
"187439","occ","","","18463","Aelurodon taxoides","species","43778","Clarendonian","","13.6","10.3","1317"
"187450","occ","","","18464","Aelurodon ferox","species","43762","Barstovian","","15.97","13.6","3558"
"187453","occ","","","18466","Aelurodon ferox","species","43762","Clarendonian","","13.6","10.3","3558"
"187454","occ","","","18466","Carpocyon webbi","species","44936","Clarendonian","","13.6","10.3","3558"
"187457","occ","","","18467","Cynarctus crucidens","species","45442","Clarendonian","","13.6","10.3","6193"
"187460","occ","","","18468","Aelurodon taxoides","species","43778","Clarendonian","","13.6","10.3","3558"
"187461","occ","","","18468","Epicyon saevus","species","44881","Clarendonian","","13.6","10.3","3558"
"187462","occ","","","18468","Epicyon haydeni","species","44847","Clarendonian","","13.6","10.3","3558"
"187463","occ","","","18468","Epicyon haydeni","species","44847","Clarendonian","","13.6","10.3","3558"
"187506","occ","","","18481","Canidae","family","41189","Clarendonian","","13.6","10.3","1706"
"187531","occ","6330","","18485","Borophaginae","subfamily","83323","Clarendonian","","13.6","10.3","6294"
"187568","occ","","","18494","Aelurodon taxoides","species","43778","Miocene","","23.03","5.333","3558"
"187569","occ","6352","","18495","Borophagus pugnator","species","50648","Hemphillian","","10.3","4.9","6294"
"187570","occ","6353","","18495","Epicyon haydeni","species","44847","Hemphillian","","10.3","4.9","6198"
"187583","occ","","","18496","Aelurodon taxoides","species","43778","Clarendonian","","13.6","10.3","3558"
"187584","occ","","","18496","Paratomarctus euthos","species","45458","Clarendonian","","13.6","10.3","3558"
"187585","occ","","","18496","Epicyon saevus","species","44881","Clarendonian","","13.6","10.3","3558"
"187586","occ","","","18496","Epicyon haydeni","species","44847","Clarendonian","","13.6","10.3","3558"
"187601","occ","","","18497","Epicyon haydeni","species","44847","Hemphillian","","10.3","4.9","3558"
"187613","occ","6369","","18499","Borophagus secundus","species","44603","Hemphillian","","10.3","4.9","6294"
"187623","occ","","","18501","Aelurodon taxoides","species","43778","Miocene","","23.03","5.333","3558"
"187630","occ","6372","","18502","Borophagus hilli","species","49475","Hemphillian","","10.3","4.9","3558"
"187639","occ","","","18504","Borophagus pugnator","species","50648","Miocene","","23.03","5.333","3558"
"187694","occ","","","18512","Phlaocyon","genus","41235","Late Hemingfordian","","20.43","15.97","2614"
"187703","occ","","","18513","Borophagus pugnator","species","50648","Miocene","","23.03","5.333","3558"
"187704","occ","","","18513","Borophagus hilli","species","49475","Miocene","","23.03","5.333","3558"
"187705","occ","","","18514","Epicyon haydeni","species","44847","Miocene","","23.03","5.333","3558"
"187708","occ","6397","","18516","Cynarctus marylandica","species","52383","Langhian","","15.97","13.82","6294"
"187739","occ","","","18527","Epicyon haydeni","species","44847","Miocene","","23.03","5.333","3558"
"187740","occ","","","18527","Borophagus hilli","species","49475","Miocene","","23.03","5.333","3558"
"187756","occ","","","18532","Epicyon haydeni","species","44847","Late Hemphillian","","10.3","4.9","3558"
"187757","occ","","","18532","Borophagus pugnator","species","50648","Late Hemphillian","","10.3","4.9","3558"
"187758","occ","","","18532","Borophagus hilli","species","49475","Late Hemphillian","","10.3","4.9","3558"
"187765","occ","","","18533","Borophagus hilli","species","49475","Miocene","","23.03","5.333","3558"
"187773","occ","","","18535","Borophagus hilli","species","49475","Zanclean","","5.333","3.6","3558"
"187783","occ","6430","","18537","Osbornodon iamonensis","species","48335","Early Miocene","","23.03","15.97","6294"
"187796","occ","","","18539","Epicyon haydeni","species","44847","early Early Hemphillian","late Early Hemphillian","10.3","4.9","3558"
"187797","occ","6434","","18539","Borophagus","genus","41196","early Early Hemphillian","late Early Hemphillian","10.3","4.9","6294"
"187822","occ","6447","","18545","Borophagus pugnator","species","50648","Miocene","","23.03","5.333","6294"
"187844","occ","6457","","18550","Borophagus","genus","41196","Hemphillian","","10.3","4.9","6294"
"187874","occ","6469","","18554","Epicyon saevus","species","44881","Late Clarendonian","","13.6","10.3","6294"
"187875","occ","30302","","18554","Epicyon haydeni","species","44847","Late Clarendonian","","13.6","10.3","25209"
"187876","occ","","","18554","Leptocyon","genus","41218","Late Clarendonian","","13.6","10.3","3581"
"187906","occ","","","18556","Canidae","family","41189","Hemphillian","","10.3","4.9","3579"
"187921","occ","19687","","18559","Epicyon haydeni","species","44847","Hemphillian","","10.3","4.9","23650"
"187938","occ","6491","","18560","Borophagus","genus","41196","Hemphillian","","10.3","4.9","3565"
"187939","occ","","","18560","Epicyon saevus","species","44881","Hemphillian","","10.3","4.9","3558"
"187940","occ","6492","","18560","Epicyon haydeni","species","44847","Hemphillian","","10.3","4.9","3565"
"187964","occ","","","18561","Borophaginae","subfamily","83323","Hemingfordian","","20.43","15.97","3135"
"187973","occ","","","18562","Desmocyon matthewi","species","45610","Early Hemingfordian","","20.43","15.97","3558"
"187975","occ","6509","","18563","Borophagus pugnator","species","50648","Hemphillian","","10.3","4.9","3565"
"187976","occ","6510","","18563","Epicyon haydeni","species","44847","Hemphillian","","10.3","4.9","3565"
"187990","occ","6518","","18564","Borophagus orc","species","49478","Hemphillian","","10.3","4.9","2202"
"188009","occ","","","18565","Borophagus pugnator","species","50648","Clarendonian","","13.6","10.3","3558"
"188044","occ","","","18573","Borophagus pugnator","species","50648","Late Hemphillian","","10.3","4.9","3558"
"188045","occ","","","18573","Carpocyon limosus","species","44934","Late Hemphillian","","10.3","4.9","3565"
"188095","occ","6550","","18579","Paracynarctus kelloggi","species","52177","Early Hemingfordian","","20.43","15.97","3558"
"188096","occ","6551","","18579","Metatomarctus canavus","species","45454","Early Hemingfordian","","20.43","15.97","6294"
"188140","occ","","","18588","Epicyon haydeni","species","44847","Clarendonian","","13.6","10.3","3558"
"188150","occ","","","18592","Canidae","family","41189","Miocene","","23.03","5.333","6211"
"188160","occ","","","18595","Borophagus hilli","species","49475","Late Hemphillian","","10.3","4.9","3558"
"188179","occ","6579","","18597","Osbornodon iamonensis","species","48335","Hemingfordian","","20.43","15.97","6294"
"188180","occ","","","18597","Phlaocyon","genus","41235","Hemingfordian","","20.43","15.97","4229"
"188181","occ","6580","","18597","Metatomarctus canavus","species","45454","Hemingfordian","","20.43","15.97","6294"
"188182","occ","6581","","18597","Euoplocyon spissidens","species","43757","Hemingfordian","","20.43","15.97","6294"
"188218","occ","","","18601","Borophagus pugnator","species","50648","Hemphillian","","10.3","4.9","3558"
"188219","occ","6596","","18601","Borophagus orc","species","49478","Hemphillian","","10.3","4.9","6294"
"188220","occ","30171","","18601","Urocyon webbi","species","300801","Hemphillian","","10.3","4.9","52058"
"188240","occ","","","18602","Borophagus pugnator","species","50648","Hemphillian","","10.3","4.9","3558"
"188269","occ","","","18610","Aelurodon taxoides","species","43778","Clarendonian","","13.6","10.3","3659"
"188301","occ","6632","","18611","Leptocyon vafer","species","44886","Clarendonian","","13.6","10.3","3659"
"188320","occ","","","18617","Phlaocyon minor","species","45462","Hemingfordian","","20.43","15.97","3558"
"188336","occ","6646","","18619","Borophaginae","subfamily","83323","Barstovian","","15.97","13.6","6294"
"188378","occ","","","18623","Canidae","family","41189","Clarendonian","","13.6","10.3","3659"
"188402","occ","10422","","18626","Osbornodon scitulus","species","52181","Hemingfordian","","20.43","15.97","9615"
"188415","occ","6668","","18627","Paratomarctus temerarius","species","44882","Barstovian","","15.97","13.6","3558"
"188424","occ","6671","","18628","Aelurodon ferox","species","43762","Miocene","","23.03","5.333","3558"
"188432","occ","6674","","18629","Borophaginae","subfamily","83323","Miocene","","23.03","5.333","6294"
"188445","occ","","","18631","Microtomarctus conferta","species","52175","Miocene","","23.03","5.333","3558"
"188458","occ","31868","","18635","Cynarctoides whistleri","species","331249","Hemingfordian","","20.43","15.97","56906"
"188468","occ","6686","","18637","Aelurodon ferox","species","43762","Miocene","","23.03","5.333","3558"
"188495","occ","","","18642","Paratomarctus temerarius","species","44882","Miocene","","23.03","5.333","3558"
"188519","occ","6705","","18646","Canidae","family","41189","Barstovian","","15.97","13.6","6294"
"188533","occ","6708","","18649","Tomarctus brevirostris","species","52374","Miocene","","23.03","5.333","6294"
"188534","occ","6709","","18650","Tomarctus brevirostris","species","52374","Miocene","","23.03","5.333","3558"
"188617","occ","","","18665","Paratomarctus temerarius","species","44882","Early Barstovian","","15.97","13.6","3558"
"188722","occ","6772","","18714","Borophagus","genus","41196","Miocene","","23.03","5.333","6294"
"188728","occ","6775","","18715","Borophagus secundus","species","44603","Miocene","","23.03","5.333","6294"
"188741","occ","6778","","18720","Borophagus secundus","species","44603","Miocene","","23.03","5.333","6294"
"188751","occ","","","18722","Canidae","family","41189","Barstovian","","15.97","13.6","2030"
"188785","occ","6792","","18731","Epicyon saevus","species","44881","Barstovian","Hemphillian","15.97","4.9","6294"
"188786","occ","6793","","18732","Borophagus secundus","species","44603","Miocene","","23.03","5.333","6294"
"188807","occ","6799","","18736","Borophagus secundus","species","44603","Miocene","","23.03","5.333","6294"
"188815","occ","6802","","18737","Borophagus secundus","species","44603","Late Hemphillian","","10.3","4.9","2596"
"188816","occ","","","18737","Canis ferox","species","44840","Late Hemphillian","","10.3","4.9","2596"
"188845","occ","6813","","18739","Borophagus secundus","species","44603","Miocene","","23.03","5.333","3575"
"188848","occ","6815","","18740","Borophagus secundus","species","44603","Late Hemphillian","","10.3","4.9","6294"
"188870","occ","","","18745","Canis ferox","species","44840","Hemphillian","","10.3","4.9","2596"
"188891","occ","6828","","18747","Borophagus secundus","species","44603","Miocene","","23.03","5.333","6294"
"188897","occ","6830","","18750","Borophagus secundus","species","44603","Miocene","","23.03","5.333","3575"
"188926","occ","","","18755","Canidae","family","41189","Late Hemphillian","","10.3","4.9","2245"
"188927","occ","30168","","18755","Vulpes stenognathus","species","52688","Late Hemphillian","","10.3","4.9","52058"
"188928","occ","6847","","18755","Borophagus","genus","41196","Late Hemphillian","","10.3","4.9","6294"
"188957","occ","","","18758","Tomarctus hippophaga","species","52176","Barstovian","","15.97","13.6","3295"
"188958","occ","6855","","18758","Epicyon saevus","species","44881","Barstovian","","15.97","13.6","6294"
"188979","occ","","","18759","Tomarctus hippophaga","species","52176","Barstovian","","15.97","13.6","3295"
"189007","occ","","","18761","Tomarctus hippophaga","species","52176","Barstovian","","15.97","13.6","3295"
"189008","occ","6879","","18761","Epicyon saevus","species","44881","Barstovian","","15.97","13.6","6294"
"189040","occ","","","18769","Tomarctus hippophaga","species","52176","Barstovian","","15.97","13.6","3295"
"189041","occ","6901","","18769","Epicyon saevus","species","44881","Barstovian","","15.97","13.6","6294"
"189056","occ","6910","","18773","Epicyon saevus","species","44881","Barstovian","","15.97","13.6","6294"
"189092","occ","","","18785","Tomarctus hippophaga","species","52176","Barstovian","","15.97","13.6","3295"
"189093","occ","6926","","18785","Epicyon saevus","species","44881","Barstovian","","15.97","13.6","6294"
